Country Code,2022
ABW,33300.8388187011
AFE,1644.06282870117
AFW,1785.31221919208
AGO,3000.44423053173
ALB,6810.11404104233
AND,41992.7727779758
ARB,7625.25246366409
ARE,53707.9800809111
ARG,13650.6046294524
ARM,7018.05150434798
ASM,19673.3901023197
ATG,19919.7266867883
AUS,65099.8459118981
AUT,52084.6811953372
AZE,7762.0738285884
BDI,259.025031363515
BEL,49926.8254295305
BEN,1302.85103626824
BFA,830.03715033429
BGD,2688.30550090738
BGR,13974.4492487792
BHR,30146.925026365
BHS,31458.300811739
BIH,7568.79847995923
BLR,7888.26371063212
BLZ,6984.21695968163
BMU,118774.790656677
BOL,3600.12163486427
BRA,8917.67491057495
BRB,20238.7842420154
BRN,37152.4769749763
BWA,7738.87880407803
CAF,427.058096191269
CAN,54917.6625226262
CEB,19420.5837787186
CHE,93259.9057183024
CHL,15355.4797401048
CHN,12720.2163182363
CIV,2486.41219394248
CMR,1563.48894034459
COD,653.656223069354
COG,2649.22502230642
COL,6624.16539269075
COM,1484.89246472542
CPV,3754.30479371603
CRI,13365.3563992692
CSS,12639.7046226653
CUB,56495.8534866201
CUW,20501.7522782219
CYM,99624.8854439134
CYP,32048.240234375
CZE,27223.0451937676
DEU,48717.9911402128
DJI,3136.11276804873
DMA,8351.19321309293
DNK,67790.0539923276
DOM,10111.2457110261
DZA,4342.63796796522
EAP,9954.27685723689
EAR,4104.08594846576
EAS,12920.4800025269
ECA,10379.7729446256
ECS,27521.3263134197
ECU,6391.28248430643
EGY,4295.40749561014
EMU,41036.9486372554
ESP,29674.5442864413
EST,28247.095992497
ETH,1027.58591095964
EUU,37432.5603859296
FCS,1870.33719810526
FIN,50916.2804653208
FJI,5356.16439621614
FRA,40886.2532680273
FRO,66979.2773224808
FSM,3713.95536246102
GAB,8820.34733682316
GBR,46125.2557513568
GEO,6674.95695994589
GHA,2203.55893518303
GIN,1515.16794777584
GMB,808.278281490135
GNB,775.828965745365
GNQ,7182.26538205027
GRC,20867.2690861087
GRD,9689.08269960317
GTM,5473.20856444589
GUY,18199.4748396968
HIC,49557.3857761341
HKG,48983.6217162934
HND,3040.17304596842
HPC,1109.01426124728
HRV,18570.4039968345
HTI,1748.25713229469
HUN,18390.1849993244
IBD,7682.79088931311
IBT,6007.37076143112
IDA,1534.02309278529
IDB,1933.55647255046
IDN,4787.99930771921
IDX,1337.01317471944
IND,2410.88802070689
IRL,103983.29133582
IRN,4669.57137993878
IRQ,5937.19546600271
ISL,73466.7786674708
ISR,54930.9388075096
